Name_Station,Latitude_Station,Longitude_Station,Number_Of_Bikes,Venue_Name,Venue_Address,Venue_Distance,Venue_Phone,Venue_Rating,Venue_Price,Venue_Review_Count,Venue_URL,Venue_Subcategory,Venue_Category
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,The Cutting Room,1,864.8025429489327,1,3.1,2,293,1.0,Bars,museum
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,Dave & Buster's New York City - Times Square,1,491.10638312030136,1,2.7,2,1013,1.0,American,museum
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,Art with a Heart,0,507.79450544452766,1,3.0,1,1,1.0,Art Galleries,museum
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,Madison Square Garden,1,415.22125940548415,1,4.1,3,1193,1.0,Stadiums & Arenas,stadium
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,Magnet Theater,1,645.0601136000707,1,4.6,1,161,1.0,Comedy Clubs,cinema
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,National Comedy Theatre,1,519.4532563997253,1,4.4,1,38,1.0,Performing Arts,cinema
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,The Radio City Stage Door Tour,1,1149.174247109655,1,4.3,3,492,1.0,Music Venues,cinema
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,Madison Square Garden,1,415.22125940548415,1,4.1,3,1193,1.0,Stadiums & Arenas,cinema
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,Hutaoli Music Restaurant & Bar,1,428.47410407327646,1,3.9,3,207,1.0,Chinese,cinema
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,Green Fig,1,955.272937232094,1,3.3,2,158,1.0,New American,cinema
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,The Theater At Madison Square Garden,1,417.7824815553829,1,3.3,2,114,1.0,Performing Arts,cinema
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,The Cutting Room,1,864.8025429489327,1,3.1,2,293,1.0,Bars,cinema
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,Dave & Buster's New York City - Times Square,1,491.10638312030136,1,2.7,2,1013,1.0,American,cinema
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,Scott's Pizza Tours,0,872.8494827827446,0,4.8,2,381,1.0,Pizza,bus
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,Harlem Spirituals / New York Visions,1,676.7106686883565,1,4.3,2,7,1.0,Tours,bus
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,Benlolo Jewelry Studio NY,1,515.5027313566011,1,5.0,2,6,1.0,Jewelry,school
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,New York City Guitar School,1,531.2001003577728,1,4.9,2,68,1.0,Musical Instruments & Teachers,school
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,Culinary Tech Center,1,893.0800269904463,1,4.8,2,10,1.0,Do-It-Yourself Food,school
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,My Cooking Party,1,858.2027660716656,1,4.7,3,54,1.0,Team Building Activities,school
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,Magnet Theater,1,645.0601136000707,1,4.6,1,161,1.0,Comedy Clubs,school
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,New York Jazz Workshop,1,281.3689655311078,1,5.0,2,2,1.0,Art Schools,school
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,Taste Buds Kitchen NYC,1,723.2216461485939,1,4.1,2,178,1.0,Cooking Classes,school
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,Christine Valmy International School,1,589.9828696822232,1,3.9,1,126,1.0,Cosmetology Schools,school
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,Carsten Institute of Cosmetology,1,735.6476794375819,1,3.6,1,143,1.0,Cosmetology Schools,school
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,La Mano Pottery,1,846.0736677444015,1,3.5,2,53,1.0,Art Schools,school
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,Westside Dance Project,1,271.4271621720677,1,3.5,1,4,1.0,Dance Schools,school
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,Voice Academy of NYC,1,305.59978204946594,1,1.0,2,1,1.0,Performing Arts,school
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,New York Vein Treatment Center,1,797.8907646421125,1,4.5,1,22,1.0,Medical Centers,hospital
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,Step Up Skin Laser,1,586.4135939847334,1,4.3,2,371,1.0,Laser Hair Removal,hospital
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,The Hair Loss Doctors,1,1037.776287278981,1,4.2,4,20,1.0,Cosmetic Surgeons,hospital
"Icon Pkg: W 36 St, 7th Ave & Broadway",40.7521,-73.989015,12,Hairline Ink,1,175.45897649472664,1,5.0,2,1,1.0,Cosmetics & Beauty Supply,hospital
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,L'Appart,1,358.44892507808044,1,4.8,4,147,1.0,French,restaurant
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Voyager Espresso,1,634.8598360950791,1,4.7,1,176,1.0,Coffee & Tea,restaurant
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Pisillo Italian Panini,1,572.2018425753779,1,4.6,2,730,1.0,Italian,restaurant
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Los Tacos No. 1,1,693.2574617929031,0,4.6,2,463,1.0,Tacos,restaurant
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Brooklyn Beef N’ Cheese,1,655.5047685909426,1,4.6,2,160,1.0,Burgers,restaurant
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Suited,1,539.6967419598127,0,4.6,2,154,1.0,Breakfast & Brunch,restaurant
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,La Parisienne,1,418.379889627231,1,4.6,2,916,1.0,Cafes,restaurant
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Jiannetto's Pizza Truck,1,815.9600822693957,1,4.6,1,37,1.0,Pizza,restaurant
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Cafe 11,1,498.0761062894599,1,4.6,2,41,1.0,Kosher,restaurant
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Lil Chef Mama,1,772.3030708288779,1,4.5,2,167,1.0,Thai,restaurant
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Lunch Truck - Halal Cart,1,592.8579384486354,0,4.5,1,6,0.0,Halal,restaurant
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Bombay Biryany Cart,1,320.4014252488144,0,4.5,1,6,0.0,Indian,restaurant
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,The Churro Man,1,831.8963410348978,0,4.8,1,4,0.0,Desserts,restaurant
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,787 Coffee,1,753.1999401391829,1,4.5,1,141,1.0,Coffee & Tea,restaurant
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Sam's Falafel,1,260.67335865033584,0,4.5,1,226,0.0,Falafel,restaurant
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Liberty Bagels,1,442.9630049187307,1,4.5,1,223,1.0,Bagels,restaurant
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Manon Café,1,333.044165863034,1,4.5,1,59,1.0,Coffee & Tea,restaurant
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Nish Nush,1,865.1028854372158,1,4.5,2,818,1.0,Vegetarian,restaurant
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Greek Street Meat Cart,1,475.7266524736988,0,4.5,1,11,0.0,Food Stands,restaurant
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Fonda Tribeca,1,950.5782248652206,1,4.4,3,46,1.0,Mexican,restaurant
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Voyager Espresso,1,634.8598360950791,1,4.7,1,176,1.0,Coffee & Tea,coffee
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Suited,1,539.6967419598127,0,4.6,2,154,1.0,Breakfast & Brunch,coffee
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,La Parisienne,1,418.379889627231,1,4.6,2,916,1.0,Cafes,coffee
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Matto Espresso,1,515.7166658478081,1,4.5,1,33,1.0,Coffee & Tea,coffee
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,787 Coffee,1,753.1999401391829,1,4.5,1,141,1.0,Coffee & Tea,coffee
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Liberty Bagels,1,442.9630049187307,1,4.5,1,223,1.0,Bagels,coffee
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Manon Café,1,333.044165863034,1,4.5,1,59,1.0,Coffee & Tea,coffee
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Fulton Stall Market,1,998.7268296897206,1,4.5,2,20,1.0,Farmers Market,coffee
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Claudia's Coffee Shop,1,880.3844572377634,1,4.4,2,7,0.0,Coffee & Tea,coffee
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Five & Dime,1,605.261007765158,0,4.4,2,123,1.0,Coffee & Tea,coffee
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,The Greenmarket At Bowling Green,1,579.4862410497748,1,4.3,2,9,1.0,Farmers Market,coffee
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Dragon Tea,1,145.7304988935385,1,4.3,2,167,1.0,Bubble Tea,coffee
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,La Colombe Wall Street,1,672.9639388801886,1,4.3,2,188,1.0,Coffee & Tea,coffee
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Laughing Man Coffee Company,1,907.8792870273822,1,4.3,2,306,1.0,Coffee & Tea,coffee
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Blue Bottle Coffee,1,198.55084122870448,1,4.3,2,163,1.0,Coffee & Tea,coffee
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Blue Star Coffee,1,647.0737587559079,0,5.0,1,2,0.0,Coffee & Tea,coffee
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,West Bank Gourmet,1,385.8846565679195,1,4.2,1,55,1.0,Delis,coffee
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Hole In The Wall,1,743.6134269636082,1,4.2,2,798,1.0,Breakfast & Brunch,coffee
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Blue Spoon Coffee,1,602.4716600276296,1,4.2,1,222,1.0,Cafes,coffee
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Inatteso Cafe,1,452.0979424985803,1,4.2,1,17,1.0,Cafes,coffee
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,The Upstairs at 66,1,695.8574851588154,1,4.8,2,26,1.0,Lounges,bar
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,La Parisienne,1,418.379889627231,1,4.6,2,916,1.0,Cafes,bar
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Five & Dime,1,605.261007765158,0,4.4,2,123,1.0,Coffee & Tea,bar
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Monk Mcginn's,1,651.9039770697538,1,4.4,2,142,1.0,New American,bar
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Gran Morsi,1,749.45583026987,1,4.4,3,503,1.0,Italian,bar
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Osteria Del Porto,1,1011.3714356369622,1,4.3,3,83,1.0,Italian,bar
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Sky 55 Bar & Grill,1,863.1131774553309,1,4.3,2,32,1.0,Bars,bar
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Da Claudio,1,587.4823431795539,1,4.2,2,634,1.0,Italian,bar
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,GunBae Tribeca,1,641.1266738065414,1,4.2,2,502,1.0,Korean,bar
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Schilling Restaurant & Bar,1,109.44495487352413,1,4.2,2,209,1.0,Austrian,bar
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,1803 Nyc,1,878.1933745946359,1,4.2,2,816,1.0,Cajun/Creole,bar
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,The Dead Rabbit,1,768.7250016996258,1,4.2,2,1920,1.0,Cocktail Bars,bar
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Crown Shy,1,656.3554859850201,1,4.2,4,602,1.0,New American,bar
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,O'Hara's Restaurant and Pub,1,176.96568291008757,1,4.1,2,598,0.0,Irish Pub,bar
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Felice 15 Gold,1,637.9334090219005,1,4.1,3,473,1.0,Wine Bars,bar
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Overstory,1,656.1620456339983,1,4.1,3,92,1.0,Cocktail Bars,bar
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Harry's,1,685.2646600893688,1,4.1,3,820,1.0,Steakhouses,bar
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Ryan Maguire's Bar & Restaurant,1,801.1198190402704,1,4.1,2,194,1.0,American,bar
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Black Hound Bar & Lounge,1,195.0003520983058,1,4.1,2,115,1.0,Lounges,bar
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Tacombi,1,602.7036575069939,1,4.1,2,153,1.0,Mexican,bar
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Artezen Hotel,1,468.82172671764215,1,4.5,2,68,1.0,Hotels,hotel
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Four Seasons Hotel,1,538.7071229635098,1,4.3,4,70,1.0,Hotels,hotel
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,"Gild Hall, A Thompson Hotel",1,637.9334090219005,1,4.2,2,263,1.0,Hotels,hotel
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,"The Beekman, A Thompson Hotel",1,663.9467218744038,1,4.2,3,201,1.0,Hotels,hotel
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Conrad New York Downtown,1,603.6691920141781,1,4.2,3,382,1.0,Hotels,hotel
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Hyatt Centric Wall Street,1,731.1402633439545,1,4.0,3,322,1.0,Hotels,hotel
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,1,770.4820452207098,1,4.0,2,72,1.0,Hotels,hotel
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,The Frederick Hotel,1,793.2380548444968,1,3.9,1,76,1.0,Hotels,hotel
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Residence Inn by Marriott New York Downtown Manhattan,1,369.0326315707746,1,3.9,2,70,1.0,Hotels,hotel
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Club Quarters - Manhattan,1,32.39525494127419,1,3.8,2,206,1.0,Hotels,hotel
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,albany,0,778.8779142456824,0,4.3,2,3,1.0,Hotels,hotel
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,AC Hotel by Marriott New York Downtown,1,920.7886590930513,1,3.8,2,65,1.0,Hotels,hotel
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Smyth Tribeca,1,749.4554010895245,1,3.6,3,119,1.0,Hotels,hotel
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Wall Street Inn,1,657.1447385681511,1,3.6,2,55,1.0,Hotels,hotel
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,New York Marriott Downtown,1,50.516739185949234,1,3.6,3,226,1.0,Hotels,hotel
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,World Center Hotel,1,31.479712219293468,1,3.5,2,161,1.0,Hotels,hotel
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Fairfield Inn by Marriott New York Manhattan/Financial District,1,891.6362157004579,1,3.4,2,93,1.0,Hotels,hotel
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Hampton Inn Manhattan/Downtown-Financial District,1,757.049976270943,1,3.3,2,59,1.0,Hotels,hotel
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Millennium Hilton New York Downtown,1,382.9082705247035,1,3.3,2,432,1.0,Hotels,hotel
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Holiday Inn Manhattan-Financial District,1,153.2057036473139,1,3.2,2,143,1.0,Hotels,hotel
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Celeb Bridal Hair,0,215.3693601202078,1,5.0,2,7,1.0,Makeup Artists,shopping
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Sam Swick Leather Goods,1,558.9087891192506,1,4.9,2,34,1.0,Luggage,shopping
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Modnitsa Styling,1,683.3141325562117,1,4.9,2,14,1.0,Personal Shopping,shopping
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,21 Jewelry,1,347.15060063623423,1,4.8,1,10,0.0,Jewelry,shopping
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Swiss Precision Watchmaking & Repair,1,425.19402326942895,1,4.8,2,62,1.0,Watches,shopping
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,The Armoury,1,905.5877600674044,1,4.8,4,8,1.0,Bespoke Clothing,shopping
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,New York Diamond Center,1,327.7414578335048,1,5.0,2,4,1.0,Jewelry,shopping
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,NYC CityStore,1,996.3679078375156,1,4.6,2,9,1.0,Souvenir Shops,shopping
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Bowne & Co Stationers,1,954.4734001769216,1,4.5,2,31,1.0,Cards & Stationery,shopping
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Philip Williams Posters,1,754.2363962238171,1,4.4,2,28,1.0,Art Galleries,shopping
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,The Mysterious Bookshop,1,723.0373469385996,1,4.4,2,68,1.0,Bookstores,shopping
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,9 To 5 Fashion Outlet,1,513.2483287636271,0,4.3,1,7,0.0,Women's Clothing,shopping
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Brookfield Place,1,506.491656107262,1,4.2,3,284,1.0,Shopping Centers,shopping
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Simply Wine,1,413.3545886366111,1,4.9,2,41,1.0,"Beer, Wine & Spirits",supermarket
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,The Corkery Wine & Spirits,1,686.8579372845126,1,4.5,2,49,1.0,"Beer, Wine & Spirits",supermarket
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,City Acres Market,1,674.4373179700467,1,3.7,3,145,1.0,Grocery,supermarket
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Eataly NYC Downtown,1,216.95855118177175,1,3.6,2,1300,1.0,Grocery,supermarket
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Whole Foods Market,1,694.2091449762366,1,3.6,3,599,1.0,Grocery,supermarket
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Sugarfina - World Trade Center,1,345.0309295758708,0,3.6,3,37,1.0,Candy Stores,supermarket
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Le District - Market District,1,347.79238718887177,1,3.3,3,603,1.0,French,supermarket
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,La Pizza & La Pasta at Eataly NYC Downtown,1,216.95855118177175,1,3.3,2,237,1.0,Pizza,supermarket
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Jubilee Marketplace,1,688.2887972431322,1,3.0,2,246,1.0,Grocery,supermarket
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Gourmet Garage,1,1263.2047986936254,1,2.9,3,68,1.0,Grocery,supermarket
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,55 Fulton Market,1,808.4512098903003,1,2.9,2,152,0.0,Grocery,supermarket
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Bulls & Bears Winery,1,195.1278043538721,1,2.2,4,28,0.0,"Beer, Wine & Spirits",supermarket
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Gristedes,1,198.3036721780348,1,1.8,3,35,1.0,Grocery,supermarket
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Gristedes,1,317.87131885097955,0,1.5,3,13,1.0,Grocery,supermarket
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Philip Williams Posters,1,754.2363962238171,1,4.4,2,28,1.0,Art Galleries,museum
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Cloud Gallery,1,654.8983624010255,1,4.3,2,22,1.0,Art Galleries,museum
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Monet's Garden,1,464.10785613225175,0,3.0,3,9,1.0,Art Galleries,museum
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Michael Shimmel Center For The Arts,1,780.8109818011037,1,5.0,2,2,1.0,Performing Arts,cinema
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Michiyo Art Studio,1,1252.9433100757396,1,4.3,2,24,1.0,Art Galleries,school
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Church Street School for Music and Art,1,1272.1010713574535,1,5.0,3,2,1.0,Musical Instruments & Teachers,school
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,Modnitsa Atelier Jewelry Design,1,692.7336006226479,1,3.8,2,22,1.0,Jewelry,school
"Icon Pkg: Albany St, west & Washington",40.709729,-74.014294,12,212Skin AL Dermatology,1,879.546899624316,1,4.4,2,14,1.0,Dermatologists,hospital
"Icon Pkg:W 50 St, 8th Ave & 9th Ave",40.762608,-73.986576,12,Omakase By Korami,1,251.8645909573571,1,4.8,4,452,1.0,Japanese,restaurant
"Icon Pkg:W 50 St, 8th Ave & 9th Ave",40.762608,-73.986576,12,Frisson Espresso,1,547.7278996561886,1,4.8,1,35,0.0,Coffee & Tea,restaurant
"Icon Pkg:W 50 St, 8th Ave & 9th Ave",40.762608,-73.986576,12,Seamore's  Market Bar,1,418.7954280368063,1,4.8,2,41,1.0,Seafood,restaurant
"Icon Pkg:W 50 St, 8th Ave & 9th Ave",40.762608,-73.986576,12,Hold Fast Kitchen & Spirits,1,383.8076069059017,1,4.7,2,629,1.0,New American,restaurant
"Icon Pkg:W 50 St, 8th Ave & 9th Ave",40.762608,-73.986576,12,Jeannie's,1,604.1804480373603,1,4.7,2,26,1.0,Italian,restaurant
"Icon Pkg:W 50 St, 8th Ave & 9th Ave",40.762608,-73.986576,12,Buena Vista Restaurant & Bar,1,866.4394545371445,1,4.7,3,406,1.0,Bars,restaurant
"Icon Pkg:W 50 St, 8th Ave & 9th Ave",40.762608,-73.986576,12,Steak Freak,1,599.428307459497,1,4.7,1,140,0.0,Food Trucks,restaurant
"Icon Pkg:W 50 St, 8th Ave & 9th Ave",40.762608,-73.986576,12,Los Tacos No.1,1,576.1084655109208,1,4.7,2,2993,1.0,Tacos,restaurant
"Icon Pkg:W 50 St, 8th Ave & 9th Ave",40.762608,-73.986576,12,Loi Estiatorio,1,785.3510121035201,1,4.7,3,476,1.0,Greek,restaurant
"Icon Pkg:W 50 St, 8th Ave & 9th Ave",40.762608,-73.986576,12,Tatsuda Omakase,1,549.6573942732066,1,4.7,4,61,1.0,Sushi Bars,restaurant
"Icon Pkg:W 50 St, 8th Ave & 9th Ave",40.762608,-73.986576,12,Vegan on The Fly,1,900.6166508109523,1,4.7,2,204,1.0,Vegan,restaurant
"Icon Pkg:W 50 St, 8th Ave & 9th Ave",40.762608,-73.986576,12,Kin Ramen,1,670.4574421176711,1,4.7,2,419,0.0,Ramen,restaurant
"Icon Pkg:W 50 St, 8th Ave & 9th Ave",40.762608,-73.986576,12,49 St Deli & Coffee House,1,751.3701777139426,1,4.7,1,6,0.0,Delis,restaurant
"Icon Pkg:W 50 St, 8th Ave & 9th Ave",40.762608,-73.986576,12,Apandi BBQ,1,669.4670839375314,1,4.7,1,6,1.0,Barbeque,restaurant
"Icon Pkg:W 50 St, 8th Ave & 9th Ave",40.762608,-73.986576,12,Just Salad,1,616.5801851791341,1,4.7,2,41,1.0,Salad,restaurant
"Icon Pkg:W 50 St, 8th Ave & 9th Ave",40.762608,-73.986576,12,Carla,1,115.82197271754085,1,4.7,2,206,1.0,New American,restaurant
"Icon Pkg:W 50 St, 8th Ave & 9th Ave",40.762608,-73.986576,12,Sushi by Bou Times Square,1,542.3906653146804,1,4.7,4,807,1.0,Sushi Bars,restaurant
"Icon Pkg:W 50 St, 8th Ave & 9th Ave",40.762608,-73.986576,12,Frisson Espresso,1,269.94413857144235,1,4.7,1,919,1.0,Coffee & Tea,restaurant
"Icon Pkg:W 50 St, 8th Ave & 9th Ave",40.762608,-73.986576,12,Non Solo Piada,1,1062.0951642485709,1,4.6,2,438,1.0,Italian,restaurant
"Icon Pkg:W 50 St, 8th Ave & 9th Ave",40.762608,-73.986576,12,Valla Table,1,645.1521433219732,1,4.6,2,486,1.0,Thai,restaurant
"Icon Pkg:W 50 St, 8th Ave & 9th Ave",40.762608,-73.986576,12,Dino's Coffee Shop,1,258.17888900701115,1,4.9,1,12,0.0,Food Trucks,coffee
"Icon Pkg:W 50 St, 8th Ave & 9th Ave",40.762608,-73.986576,12,OCD CAFE,1,675.2797560153492,1,4.9,1,34,1.0,Coffee & Tea,coffee
"Icon Pkg:W 50 St, 8th Ave & 9th Ave",40.762608,-73.986576,12,Drama Book Shop,1,939.2415823315888,1,4.8,2,51,1.0,Bookstores,coffee
"Icon Pkg:W 50 St, 8th Ave & 9th Ave",40.762608,-73.986576,12,Frisson Espresso,1,547.7278996561886,1,4.8,1,35,0.0,Coffee & Tea,coffee
"Icon Pkg:W 50 St, 8th Ave & 9th Ave",40.762608,-73.986576,12,Frisson Espresso,1,269.94413857144235,1,4.7,1,919,1.0,Coffee & Tea,coffee
