Name_Station,Venue_Name,Venue_Address,Venue_Distance,Venue_Phone,Venue_Rating,Venue_Price,Venue_Review_Count,Venue_URL,Venue_Subcategory,Venue_Category
"Quik Park: 81 St, 1st & York",Frame,1413 2nd Ave,659.5097595232795,(646) 719-1147,4.6,$,85,,Coffee & Tea,coffee
"Quik Park: 81 St, 1st & York",Cafe Bleriot XI,226 E 83rd St,388.1615203205329,(646) 775-1578,4.6,$$,107,,Coffee & Tea,coffee
"Quik Park: 81 St, 1st & York",Miss Madeleine,400 E 82nd St,73.7396438297961,(646) 896-1227,4.6,$$,111,https://www.missmadeleinenyc.com,Bakeries,coffee
"Quik Park: 81 St, 1st & York",Stella & Fly,1705 1st Ave,611.5259947640488,(646) 678-3947,4.6,$$,147,https://www.stellaandfly.com,Coffee & Tea,coffee
"Quik Park: 81 St, 1st & York",Inès,419 E 74th ST,559.2620114234606,(212) 796-6303,4.5,$$,137,http://inesnyc.com,Coffee & Tea,coffee
"Quik Park: 81 St, 1st & York",By The Way Bakery,1236 Lexington Ave,675.1987219450712,(212) 988-3300,4.5,$,212,http://www.btwbakery.com/,Gluten-Free,coffee
"Quik Park: 81 St, 1st & York",Ottomanelli Butcher Shoppe,1549 York Ave,195.39083447496355,(212) 772-7900,4.4,$$,122,http://www.nycOTTO.com,Meat Shops,coffee
"Quik Park: 81 St, 1st & York",787 Coffee,340 E 70th St,917.6499704391979,(917) 265-8191,4.4,$$,50,https://787coffee.com,Coffee & Tea,coffee
"Quik Park: 81 St, 1st & York",Black Star Bakery & Cafe,1597 York Ave,322.34261226307933,(646) 726-4546,4.4,$$,140,https://www.blackstarbakery.com,Coffee & Tea,coffee
"Quik Park: 81 St, 1st & York",Mellow Yellow,1729 1st Ave,707.6272646691269,,4.4,$$,388,,Coffee & Tea,coffee
"Quik Park: 81 St, 1st & York",Cacio e Pepe,1479 York Ave,292.9243212650522,(646) 682-7676,4.4,$$$,86,https://ues.cacioepepe.com,Italian,coffee
"Quik Park: 81 St, 1st & York",William Poll,1051 Lexington Ave,791.1644275184826,(212) 288-0501,4.3,$$,47,http://www.williampoll.com/,Sandwiches,coffee
"Quik Park: 81 St, 1st & York",Oslo Coffee Roasters,422 E 75th St,526.007726143505,(718) 782-0332,4.3,$,279,http://oslocoffee.com/,Coffee & Tea,coffee
"Quik Park: 81 St, 1st & York",Wine Emporium,1545 2nd Ave,274.50569918512537,(212) 517-9463,4.3,$$,16,,"Beer, Wine & Spirits",coffee
"Quik Park: 81 St, 1st & York",JJ Brown Cup,1707 2nd Ave,674.75647194518,(212) 369-3949,4.2,$,157,,Coffee & Tea,coffee
"Quik Park: 81 St, 1st & York",Butterfield Market,1150 Madison Ave,1011.9605565980264,(212) 758-2800,4.2,$$$,64,http://www.butterfieldmarket.com,Bakeries,coffee
"Quik Park: 81 St, 1st & York",Matto Espresso,1144 Lexington Ave,654.2931618069183,(212) 244-4281,4.2,$,29,https://www.matto.com,Coffee & Tea,coffee
"Quik Park: 81 St, 1st & York",Chip City,1543 2nd Ave,290.3246195249878,(646) 692-3201,4.2,$$,66,https://chipcitycookies.com/locations/upper-east-side,Bakeries,coffee
"Quik Park: 81 St, 1st & York",Huso,1067 Madison Ave,920.9937874293225,(212) 288-0850,4.8,$$$,69,https://husony.com,Wine Bars,bar
"Quik Park: 81 St, 1st & York",Ella's Cafe Espresso & Wine Bar,1465 2nd Ave,438.40601170825784,(917) 409-0307,4.7,$$,79,http://www.ellascafenyc.com,Cafes,bar
"Quik Park: 81 St, 1st & York",Stella & Fly,1705 1st Ave,611.5259947640488,(646) 678-3947,4.6,$$,147,https://www.stellaandfly.com,Coffee & Tea,bar
"Quik Park: 81 St, 1st & York",Avoca,1678 1st Ave,552.1986494508961,(212) 202-0140,4.5,$$,164,https://avoca-nyc.com,Pubs,bar
"Quik Park: 81 St, 1st & York",The Hunterian Bar,413 E 70th St,894.756732971278,(212) 825-1525,4.5,$$,37,https://www.thehunterianues.com,Cocktail Bars,bar
"Quik Park: 81 St, 1st & York",NR,339 E 75th St,477.14716516850103,(646) 226-4874,4.5,$$$,373,http://www.nr-nyc.com,Ramen,bar
"Quik Park: 81 St, 1st & York",Inès,419 E 74th ST,559.2620114234606,(212) 796-6303,4.5,$$,137,http://inesnyc.com,Coffee & Tea,bar
"Quik Park: 81 St, 1st & York",Caledonia Bar,1609 2nd Ave,344.37324224111876,(212) 734-4300,4.4,$$,270,http://www.caledoniabar.com,Pubs,bar
"Quik Park: 81 St, 1st & York",Aunt Jake's,1555 2nd Ave,276.5766756113124,(917) 261-5040,4.4,$$,258,https://auntjakesnyc.com,Italian,bar
"Quik Park: 81 St, 1st & York",Heidi's House By The Side Of The Road,308 E 78th St,331.2626717314064,(212) 249-0069,4.4,$$,669,https://heidishouseny.com,Wine Bars,bar
"Quik Park: 81 St, 1st & York",Cacio e Pepe,1479 York Ave,292.9243212650522,(646) 682-7676,4.4,$$$,86,https://ues.cacioepepe.com,Italian,bar
"Quik Park: 81 St, 1st & York",Biddy's Pub,301 E 91st St,859.2450479978625,(212) 534-4785,4.3,$,112,http://www.biddysnyc.com/,Pubs,bar
"Quik Park: 81 St, 1st & York",The Drunken Munkey - UES,338 E 92nd St,877.6882348338107,(646) 846-8986,4.3,$$,1386,http://www.drunkenmunkey.com,Indian,bar
"Quik Park: 81 St, 1st & York",2nd Floor Bar & Essen,1442 1st Ave,502.9596950865721,(212) 737-1700,4.3,$$$,87,http://www.2ndfloor.com,Cocktail Bars,bar
"Quik Park: 81 St, 1st & York",Kaia Wine Bar,1614 3rd Ave,930.1266617096536,(212) 722-0490,4.2,$$,556,https://www.kaiawinebar.com,South African,bar
"Quik Park: 81 St, 1st & York",Bohemian Spirit Restaurant,321 E 73rd St,653.1278799541276,(212) 861-1038,4.2,$$,139,http://www.bohemianspiritrestaurant.com,Czech,bar
"Quik Park: 81 St, 1st & York",Gaf East,1696 2nd Ave,605.1502784829394,(917) 388-2115,4.2,$,31,,Pubs,bar
"Quik Park: 81 St, 1st & York",Dylan Murphy's,1453 3rd Ave,456.0619914588384,(212) 988-9434,4.2,$$,257,https://www.dylanmurphysnyc.com,Irish Pub,bar
"Quik Park: 81 St, 1st & York",Osteria Nando,1589 2nd Ave,300.3286793703388,(212) 731-4355,4.2,$$$,218,http://bistronando.com,Italian,bar
"Quik Park: 81 St, 1st & York",The Milton,1754 2nd Ave,880.2114739473733,(646) 682-7019,4.2,$$,508,http://themiltonnyc.com,Irish,bar
"Quik Park: 81 St, 1st & York","The Carlyle, A Rosewood Hotel",A Rosewood Hotel,986.2112127570942,(212) 744-1600,3.6,$$$$,145,http://www.rosewoodhotels.com,Hotels,hotel
"Quik Park: 81 St, 1st & York",Courtyard by Marriott New York Manhattan/Upper East Side,410 E 92nd St,891.4079072682849,(855) 816-6193,2.9,$$,141,https://ad.doubleclick.net/ddm/trackclk/N4406.128182.YELP/B30662500.377831414;dc_trk_aid=568947442;dc_trk_cid=201015580;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;tfua=;ltd=;dc_tdv=1?https://www.marriott.com/en-us/hotels/nycmh-courtyard-new-york-manhattan-upper-east-side/overview/?scid=c71c00c9-6483-4d72-b4d2-902bf90022da&utm_source=%7b%7bts%7d%7d&pid=yelptb,Hotels,hotel
"Quik Park: 81 St, 1st & York",St Marys Residence,225 E 72nd St,787.7706065388827,(212) 249-6850,1.0,$$$,1,http://www.stmarysresidence.org,Hotels,hotel
"Quik Park: 81 St, 1st & York",Matiell Consignment Shop,163 E 87th St,771.1895143953415,(212) 477-1123,5.0,$$,12,http://www.matiellconsignment.com,"Used, Vintage & Consignment",shopping
"Quik Park: 81 St, 1st & York",Morning Calm Gallery,1588 1st Ave,137.66319865226316,(212) 737-6431,5.0,$$$$,10,http://www.morningcalmgallery.com,Framing,shopping
"Quik Park: 81 St, 1st & York",Forever Simon's,1628 3rd Ave,993.8862937094946,(212) 876-5999,4.9,$,83,http://foreversimonjewelry.com,Watch Repair,shopping
"Quik Park: 81 St, 1st & York",The Book Cellar,1465 York Ave,320.2408770396356,(212) 930-9256,4.8,$,41,,Used Bookstore,shopping
"Quik Park: 81 St, 1st & York",New York Fine Art Gallery & Custom Framing,1464 1st Ave,391.1652084480339,(212) 396-0275,4.8,$$,75,,Framing,shopping
"Quik Park: 81 St, 1st & York",Judaica Classics by Doina,1248 Lexington Ave,686.9600179930499,(212) 722-4271,4.8,$$,8,,Art Galleries,shopping
"Quik Park: 81 St, 1st & York",Alex's Jewelry,1435 Lexington Ave,1187.135227193971,(212) 988-5135,4.7,$$,76,http://www.alexsjewelrynyc.com,Jewelry,shopping
"Quik Park: 81 St, 1st & York",STUDS Upper East Side,41 E 78th St,935.6628565200193,(646) 663-4317,4.6,$$,77,https://studs.com?utm_source=extnet&utm_medium=yext,Piercing,shopping
"Quik Park: 81 St, 1st & York",Sutton Clock Shop,218 E 82nd St,394.7649360046605,(212) 758-2260,4.6,$$,27,http://www.suttonclocks.com,Antiques,shopping
"Quik Park: 81 St, 1st & York",Illume,215 E 58th St,1870.460029998842,(212) 308-1400,4.6,$$$,28,http://www.illumenyc.com,Home Decor,shopping
"Quik Park: 81 St, 1st & York",Lisa's on Second,1751 2nd Ave,922.4772016525346,(212) 423-0100,4.6,$$,74,https://stores.hallmark.com/ny/newyork/lisas-on-2nd-avenue-newyork-ny-7295.html,Gift Shops,shopping
"Quik Park: 81 St, 1st & York",Ursus Books,50 E 78th St,921.564211744419,(212) 772-8787,4.8,$$$,4,http://www.ursusbooks.com,Bookstores,shopping
"Quik Park: 81 St, 1st & York",Martine's Antiques,450 E 78th St,304.762353456614,(212) 772-0900,5.0,$$,3,,Antiques,shopping
"Quik Park: 81 St, 1st & York",Jo Malone London,1048 Lexington Ave,824.7844839749129,(212) 861-0124,4.5,$$$,10,https://www.jomalone.com?utm_source=yelp&utm_medium=yelp&utm_campaign=yelp,Cosmetics & Beauty Supply,shopping
"Quik Park: 81 St, 1st & York",Mary Arnold Toys,1178 Lexington Ave,637.6174574891762,(212) 744-8510,4.5,$$,30,http://www.maryarnoldtoys.com,Toy Stores,shopping
"Quik Park: 81 St, 1st & York",Dorian's Seafood Market,1580 York Ave,286.46843893864974,(212) 535-2256,4.4,$$,58,http://doriansseafood.com,Grocery,shopping
"Quik Park: 81 St, 1st & York",Logos Bookstore,1575 York Ave,275.3419156597049,(212) 517-7292,4.4,$$,40,https://www.logosbookstorenyc.com,Cards & Stationery,shopping
"Quik Park: 81 St, 1st & York",Food Liberation Health Market,1349 Lexington Ave,941.3156139663591,(212) 348-2286,4.4,$$$$,26,,Convenience Stores,shopping
"Quik Park: 81 St, 1st & York",Journelle,1266 3rd Ave,824.4510622805316,(917) 997-1816,4.3,$$$,45,https://www.journelle.com/pages/journelle-stores,Lingerie,shopping
"Quik Park: 81 St, 1st & York",Peipers & Kojen,1023 Lexington Ave,867.0112608670746,(212) 744-1047,5.0,$$,2,,Jewelry,shopping
"Quik Park: 81 St, 1st & York",Ottomanelli Butcher Shoppe,1549 York Ave,195.39083447496355,(212) 772-7900,4.4,$$,122,http://www.nycOTTO.com,Meat Shops,supermarket
"Quik Park: 81 St, 1st & York",Dorian's Seafood Market,1580 York Ave,286.46843893864974,(212) 535-2256,4.4,$$,58,http://doriansseafood.com,Grocery,supermarket
"Quik Park: 81 St, 1st & York",Schaller & Weber,1654 2nd Ave,454.08498314847253,(212) 879-3047,4.3,$$,208,http://www.schallerweber.com,Butcher,supermarket
"Quik Park: 81 St, 1st & York",Butterfield Market,1150 Madison Ave,1011.9605565980264,(212) 758-2800,4.2,$$$,64,http://www.butterfieldmarket.com,Bakeries,supermarket
"Quik Park: 81 St, 1st & York",92nd Street Greenmarket,1st Ave 92 - 93 St,936.1408719064763,,4.1,$$,7,http://www.cenyc.org/92greenmarket,Farmers Market,supermarket
"Quik Park: 81 St, 1st & York",Price Wise,337 E 86th St,452.0308100773612,(212) 650-9120,4.1,$,20,,Discount Store,supermarket
"Quik Park: 81 St, 1st & York","A Matter of Health, Inc",1347 First Ave,710.624090333866,(212) 396-4500,4.0,$$,94,http://www.amatterofhealthmarket.com/,Health Markets,supermarket
"Quik Park: 81 St, 1st & York",Butterfield Market,1114 Lexington Ave,692.480887613783,(212) 288-7800,3.7,$$,175,http://www.butterfieldnyc.com,Fruits & Veggies,supermarket
"Quik Park: 81 St, 1st & York",Sable's Smoked Fish,1330 3rd Ave,631.5826408499719,(212) 249-6177,3.7,$$,311,http://sablesnyc.com/,Seafood Markets,supermarket
"Quik Park: 81 St, 1st & York",Milano Market,1582 3rd Ave,813.9400474955622,(212) 996-6681,3.7,$$,464,http://milanomarketnyc.com,Delis,supermarket
"Quik Park: 81 St, 1st & York",Citarella Gourmet Market - Upper East Side,1313 3rd Ave,639.1625431571906,(212) 874-0383,3.6,$$$,141,http://www.citarella.com/content/citarella-upper-eastside/,Grocery,supermarket
"Quik Park: 81 St, 1st & York",CTown Supermarkets,1721 First Ave,685.7153172228926,(212) 360-5849,3.6,$$,73,https://locations.ctownsupermarkets.com/ctown-supermarkets-75cc070365e4,Grocery,supermarket
"Quik Park: 81 St, 1st & York",Park East Kosher Butchers,1733 1st Ave,724.015485227842,(212) 737-9800,3.4,$$$,50,http://www.parkeastkosher.com/,Meat Shops,supermarket
"Quik Park: 81 St, 1st & York",Annies Fruits & Vegetables,1330 Lexington Ave,900.8748730270407,(903) 803-9012,3.4,$$,13,,Fruits & Veggies,supermarket
"Quik Park: 81 St, 1st & York",Juice Press,1474 3rd Ave,520.4891432533866,(646) 901-1475,3.4,$$,35,https://order.juicepress.com/83rd-3rd,Juice Bars & Smoothies,supermarket
"Quik Park: 81 St, 1st & York",Grace's Marketplace,1299 2nd Ave,1073.6186061668682,(212) 737-0600,3.3,$$$,152,http://gracesmarketplace.com,Grocery,supermarket
"Quik Park: 81 St, 1st & York",Leonard's Market,1437 2nd Ave,577.4778631374172,(212) 744-2600,3.3,$$$,26,http://www.leonardsnyc.com/,Seafood Markets,supermarket
"Quik Park: 81 St, 1st & York",Gentile's Foods & Market,1118 Madison Ave,971.4940532630532,(212) 879-2717,3.3,$$$$,15,,Grocery,supermarket
"Quik Park: 81 St, 1st & York",Dawa 91,1748 2nd Ave,862.7334776284276,(646) 833-7222,3.3,$,34,,Delis,supermarket
"Quik Park: 81 St, 1st & York",Agata & Valentina,1505 1st Ave,203.86330845824108,(212) 452-0690,3.3,$$$,342,http://www.agatavalentina.com/,Grocery,supermarket
"Quik Park: 81 St, 1st & York",New York Fine Art Gallery & Custom Framing,1464 1st Ave,391.1652084480339,(212) 396-0275,4.8,$$,75,,Framing,museum
"Quik Park: 81 St, 1st & York",Judaica Classics by Doina,1248 Lexington Ave,686.9600179930499,(212) 722-4271,4.8,$$,8,,Art Galleries,museum
"Quik Park: 81 St, 1st & York",A & N Art Gallery And Custom Framing,1729 First Ave,706.7596595959732,(212) 423-0349,4.7,$$,31,,Art Galleries,museum
"Quik Park: 81 St, 1st & York",Alliance Art Glass,169 E 88th St,793.2487825798728,(212) 410-3994,4.6,$$,26,http://www.allianceartglass.com,Framing,museum
"Quik Park: 81 St, 1st & York",Skarstedt Gallery,20 East 79th St,974.4622374543842,(212) 737-2060,4.5,$$$,11,http://www.skarstedt.com,Art Galleries,museum
"Quik Park: 81 St, 1st & York",Tambaran Gallery,5 E 82nd St,1018.8364044368199,(212) 570-0655,5.0,$$$,3,http://www.tambaran.com,Art Galleries,museum
"Quik Park: 81 St, 1st & York",Art & Frame of New York,1210 Lexington Ave,641.9607246275295,(212) 517-6250,4.3,$$,13,http://www.artandframeofnewyork.com,Art Galleries,museum
"Quik Park: 81 St, 1st & York",Bernard & S Dean Levy,24E 84th St,986.758234128625,(212) 628-7088,5.0,$$$$,2,http://www.levygalleries.com/,Antiques,museum
"Quik Park: 81 St, 1st & York",Dalva Brothers,53 E 77th St,944.7308124838999,(212) 717-6600,5.0,$$$$,1,http://dalvabrothers.com,Art Galleries,museum
"Quik Park: 81 St, 1st & York",Acquavella Galleries,18 E 79th St,986.1684262465419,(212) 734-6300,4.0,$$$$,4,http://www.acquavellagalleries.com/,Art Galleries,museum
"Quik Park: 81 St, 1st & York",Brandy's Piano Bar,235 E 84th St,432.89698605374207,(212) 744-4949,3.7,$$,298,http://www.brandyspianobar.com,Gay Bars,museum
"Quik Park: 81 St, 1st & York",Great Hall Balcony Bar,1000 5th Ave,1149.4661134320427,(212) 535-7710,3.6,$$,20,,Wine Bars,museum
"Quik Park: 81 St, 1st & York",Gagosian,821 Park Ave,884.0453908377989,(212) 796-1228,3.8,$$$,4,http://www.gagosian.com/,Art Galleries,museum
"Quik Park: 81 St, 1st & York",Mnuchin Gallery,45 E 78th St,918.4584571630355,(212) 861-0020,4.0,$$$$,3,http://www.mnuchingallery.com,Art Galleries,museum
"Quik Park: 81 St, 1st & York",Doyle New York,175 E 87th St,739.1267614733061,(212) 427-2730,1.9,$$$$,11,http://www.doylenewyork.com/,Art Galleries,museum
"Quik Park: 81 St, 1st & York",Loop of the Loom - UES,227 E 87th St,636.9783522947612,(212) 722-2686,4.9,$$,21,http://www.loopoftheloom.com,Arts & Crafts,school
"Quik Park: 81 St, 1st & York",School of Rock,439 E 75th St,483.4006614181887,(212) 249-7625,4.0,$$$,7,https://locations.schoolofrock.com/newyorkcity/?labelSource=Yelp&utm_campaign=yelp&utm_source=yelp&utm_medium=yelp&utm_content=yelp,Specialty Schools,school
"Quik Park: 81 St, 1st & York",The New York Conservatory of Music,321 E 69th St,972.233202822786,(212) 717-9590,3.4,$$,5,http://www.nyconservatoryofmusic.org,Musical Instruments & Teachers,school
"Icon Pkg: W 64 St, Ams. & West E.",Jeannie's,225 W 57th St,1080.954334732475,(212) 295-2185,4.7,$$,26,https://shop.nordstrom.com/c/new-york?utm_source=yelp&utm_medium=organic&utm_campaign=food&utm_content=40210&utm_channel=lcl_brand_p&sp_source=yelp&sp_campaign=food,Italian,restaurant
"Icon Pkg: W 64 St, Ams. & West E.",Just Salad,4 Columbus Cir,903.5223749102813,(866) 673-3757,4.7,$$,41,https://order.justsalad.com/menu/392,Salad,restaurant
"Icon Pkg: W 64 St, Ams. & West E.",Le Cafe Coffee,250 W 57th St,997.6969266448464,,4.6,$,10,http://lecafecoffee.com,Cafes,restaurant
"Icon Pkg: W 64 St, Ams. & West E.",Pop's Pizzas,301 West 57th St,925.117110914643,(212) 784-8863,4.6,$,212,,Pizza,restaurant
"Icon Pkg: W 64 St, Ams. & West E.",Sushi Kaito,244 W 72nd St,611.5675932122887,(212) 799-1278,4.6,$$$$,211,https://www.sushikaito.net,Sushi Bars,restaurant
"Icon Pkg: W 64 St, Ams. & West E.",Simply Noodles,267  Amsterdam Ave,725.034794607021,(212) 721-1000,4.6,$$,140,http://simplynoodlesnyc.com,Noodles,restaurant
"Icon Pkg: W 64 St, Ams. & West E.",The Casbah - Halal Cart,66th St & Columbus Ave,530.2441128884013,(347) 695-5322,4.6,$,309,http://thecasbahhalalcartnewyork.cafecityguide.website,Halal,restaurant
"Icon Pkg: W 64 St, Ams. & West E.",Wafels & Dinges,Broadway & 66th St,475.6750414127181,,4.5,$,197,http://www.wafels.com,Food Stands,restaurant
"Icon Pkg: W 64 St, Ams. & West E.",Sala Thai Restaurant,307 Amsterdam Ave,875.4558088147687,(212) 433-3999,4.5,$$,910,http://salathainyc.com,Thai,restaurant
"Icon Pkg: W 64 St, Ams. & West E.",Per Se,10 Columbus Cir,833.0023967991092,(212) 823-9335,4.5,$$$$,1894,https://www.thomaskeller.com/perseny,French,restaurant
"Icon Pkg: W 64 St, Ams. & West E.",Broad Nosh Bagels & Deli,314 W 58th St,871.469082236104,(212) 933-4844,4.4,$$,256,https://broadnoshbagelsnyc.com,Bagels,restaurant
"Icon Pkg: W 64 St, Ams. & West E.",Morty’s Wine & Beer Bar,15 West End Ave,361.28083446930253,(917) 388-3310,4.4,$$,26,https://www.mortysbarnyc.com,Wine Bars,restaurant
"Icon Pkg: W 64 St, Ams. & West E.",Dark Bullet Sake & Oyster Bar,154 W 72nd St,690.8069807048203,(212) 235-6788,4.4,$$,161,https://darkbullet.bar,Japanese,restaurant
"Icon Pkg: W 64 St, Ams. & West E.",The Jin,856 10th Ave,680.5506006355521,(212) 223-3488,4.4,$$,545,https://www.thejinny.com,Korean,restaurant
"Icon Pkg: W 64 St, Ams. & West E.",Los Viajeros Food Truck,,742.679735075907,(973) 934-6486,4.4,$,62,http://www.losviajerosfoodtruck.com,Food Trucks,restaurant
"Icon Pkg: W 64 St, Ams. & West E.",Tatiana By Kwame Onwuachi,10 Lincoln Center Plz,441.2568965621416,(212) 875-5222,4.4,$$$$,309,https://www.tatiananyc.com,Caribbean,restaurant
"Icon Pkg: W 64 St, Ams. & West E.",Westville,809 9th Ave,980.6419029104053,(212) 924-2202,4.3,$$,284,https://westvillenyc.com/locations/westville-hells-kitchen/,New American,restaurant
"Icon Pkg: W 64 St, Ams. & West E.",Neapolitan Express,2109 Broadway,756.5959348487727,(646) 704-9415,4.3,$$,6,http://www.neapolitanexpress.com/#home-1-1,Pizza,restaurant
"Icon Pkg: W 64 St, Ams. & West E.",Rex,864 10th Ave,648.7851435732717,(212) 757-0580,4.3,$$,644,http://www.rexcoffeenyc.com/,Coffee & Tea,restaurant
"Icon Pkg: W 64 St, Ams. & West E.",Dave's Hot Chicken,944 8th Ave,1059.8140355372614,(332) 999-1825,4.3,$$,229,https://www.daveshotchicken.com/new-york-ny-8th-ave,Chicken Shop,restaurant
"Icon Pkg: W 64 St, Ams. & West E.","Levain Bakery - Original Location, 74th St, NYC",167 W 74th St,863.6138991525218,(917) 464-3769,4.6,$$,9704,https://levainbakery.com,Bakeries,coffee
"Icon Pkg: W 64 St, Ams. & West E.","Levain Bakery - Upper West Side, NYC",351 Amsterdam Ave,1047.853833806161,(917) 464-3782,4.6,$$,748,https://levainbakery.com,Bakeries,coffee
"Icon Pkg: W 64 St, Ams. & West E.",Le Cafe Coffee,250 W 57th St,997.6969266448464,,4.6,$,10,http://lecafecoffee.com,Cafes,coffee
"Icon Pkg: W 64 St, Ams. & West E.",Huascar & Co Bakeshop,453 W 54th St,844.3264939494592,(212) 933-1041,4.5,$$,314,https://hbake.com,Bakeries,coffee
"Icon Pkg: W 64 St, Ams. & West E.",Broad Nosh Bagels & Deli,314 W 58th St,871.469082236104,(212) 933-4844,4.4,$$,256,https://broadnoshbagelsnyc.com,Bagels,coffee
"Icon Pkg: W 64 St, Ams. & West E.",Mille-Feuille Bakery,2175 Broadway,1029.759858878573,(212) 362-6261,4.4,$$,459,http://www.millefeuille-nyc.com/,Coffee & Tea,coffee
"Icon Pkg: W 64 St, Ams. & West E.",Afficionado Coffee Roasters,750 11th Ave,912.063655361266,(914) 482-1521,4.4,$$,40,https://www.afficionadocoffee.com,Coffee & Tea,coffee
"Icon Pkg: W 64 St, Ams. & West E.",Rex,864 10th Ave,648.7851435732717,(212) 757-0580,4.3,$$,644,http://www.rexcoffeenyc.com/,Coffee & Tea,coffee
"Icon Pkg: W 64 St, Ams. & West E.",Tommy's Food,320 W 66th St,161.6817291982792,(917) 836-2295,4.7,$,3,,Food Trucks,coffee
"Icon Pkg: W 64 St, Ams. & West E.",Venchi,1796 Broadway,988.2431489246372,(646) 448-8663,4.2,$$,130,https://us.venchi.com,Chocolatiers & Shops,coffee
"Icon Pkg: W 64 St, Ams. & West E.",The Sensuous Bean,66 W 70th St,706.2990409363574,(212) 724-7725,4.1,$$,107,http://www.sensuousbean.com,Coffee & Tea,coffee
"Icon Pkg: W 64 St, Ams. & West E.",Giacomo’s,269 West 72nd St,656.1563242377372,(347) 330-7694,4.1,$,55,,Delis,coffee
"Icon Pkg: W 64 St, Ams. & West E.",Breads Bakery,1890 Broadway,640.2760383587025,(212) 633-2253,4.1,$$,347,https://www.breadsbakery.com,Coffee & Tea,coffee
"Icon Pkg: W 64 St, Ams. & West E.",Harvest Kitchen,269 Columbus Ave,878.4528269926584,(646) 870-0810,4.1,$$,405,http://HarvestKitchenNYC.com,New American,coffee
"Icon Pkg: W 64 St, Ams. & West E.",Le Botaniste,156 Columbus Ave,533.9617104130594,(646) 998-4605,4.1,$$,83,https://lebotaniste.us,Vegan,coffee
"Icon Pkg: W 64 St, Ams. & West E.",Juice Generation,979 8th Ave,930.6655637364879,(212) 531-1110,4.1,$$,225,http://juicegeneration.com/stores/columbus-circle,Juice Bars & Smoothies,coffee
"Icon Pkg: W 64 St, Ams. & West E.",Daily Provisions,375 Amsterdam Ave,1142.8909030790346,(646) 747-8612,4.0,$$,219,https://www.dailyprovisionsnyc.com/location/daily-provisions-upper-west-side/,Cafes,coffee
"Icon Pkg: W 64 St, Ams. & West E.",Bāng Bar,10 Columbus Cir,815.0460280970759,(646) 918-8752,4.0,$,122,https://www.bangbar.xyz,Korean,coffee
"Icon Pkg: W 64 St, Ams. & West E.",Coffee Project New York | Hell's Kitchen,401 W 53rd St,999.7629588146755,(917) 388-2268,4.0,$,43,http://www.coffeeprojectny.com,Coffee & Tea,coffee
"Icon Pkg: W 64 St, Ams. & West E.",CBS Station Break,Cbs Broadcast Ctr,616.9526136184069,,5.0,$,1,,Cafes,coffee
"Icon Pkg: W 64 St, Ams. & West E.",Jazz at Lincoln Center - The Appel Room,33 W 60th St,884.9771843300198,(212) 258-9800,4.7,$$,47,http://www.jazz.org/venues.php,Music Venues,bar
"Icon Pkg: W 64 St, Ams. & West E.",Lincoln Center,70 Lincoln Center Plz,297.6449660340284,(212) 875-5000,4.5,$$$,305,http://lc.lincolncenter.org,Performing Arts,bar
"Icon Pkg: W 64 St, Ams. & West E.",Alice Tully Hall,1941 Broadway,445.61853395207885,(212) 721-6500,4.5,$$,34,http://www.lincolncenter.org/venue/alice-tully-hall,Music Venues,bar
"Icon Pkg: W 64 St, Ams. & West E.",Morty’s Wine & Beer Bar,15 West End Ave,361.28083446930253,(917) 388-3310,4.4,$$,26,https://www.mortysbarnyc.com,Wine Bars,bar
"Icon Pkg: W 64 St, Ams. & West E.",Dark Bullet Sake & Oyster Bar,154 W 72nd St,690.8069807048203,(212) 235-6788,4.4,$$,161,https://darkbullet.bar,Japanese,bar
"Icon Pkg: W 64 St, Ams. & West E.",David Geffen Hall,10 Lincoln Center Plz,472.3846079178235,(917) 441-6109,4.4,$$,22,,Music Venues,bar
"Icon Pkg: W 64 St, Ams. & West E.",Westville,809 9th Ave,980.6419029104053,(212) 924-2202,4.3,$$,284,https://westvillenyc.com/locations/westville-hells-kitchen/,New American,bar
"Icon Pkg: W 64 St, Ams. & West E.",Blue Ribbon Sushi Bar & Grill-Roof Deck,308 W 58th St,876.9833895177321,(212) 397-0404,4.3,$$,9,https://www.blueribbonsushibarandgrillnyc.com,Lounges,bar
"Icon Pkg: W 64 St, Ams. & West E.",Jazz at Lincoln Center - Rose Theater,33 W 60th St,676.0297624806784,(212) 721-6500,4.3,$$$,35,http://www.jalc.org,Music Venues,bar
"Icon Pkg: W 64 St, Ams. & West E.",Giardino 54,400 1/2 W 54th St,953.632741854687,(646) 726-4575,4.3,$$$,244,http://www.giardino54.com,Wine Bars,bar
"Icon Pkg: W 64 St, Ams. & West E.",New York Philharmonic,10 Lincoln Center Plz,441.2568965621416,(212) 875-5656,4.2,$$$,64,http://nyphil.org,Performing Arts,bar
"Icon Pkg: W 64 St, Ams. & West E.",Vanguard Wine Bar,189 Amsterdam Ave,437.52957919092347,(212) 799-9463,4.2,$$,206,http://www.vanguard-nyc.com/,Wine Bars,bar
"Icon Pkg: W 64 St, Ams. & West E.",Ardesia Wine Bar,510 W 52nd St,999.6442151916892,(212) 247-9191,4.2,$$$,424,https://www.ardesia-ny.com,Wine Bars,bar
